Original: get|permission , predicted 1st: get|permission
Original: get|tint , predicted 1st: get|value
Original: get|velocity , predicted 1st: get|value
Original: get|wind , predicted 1st: get|value
Original: get|gravity , predicted 1st: get|value
Original: get|angle , predicted 1st: get|value
Original: get|emission , predicted 1st: get|value
Original: get|transparency , predicted 1st: get|value
Original: get|duration , predicted 1st: get|duration|value
Original: get|delay , predicted 1st: get|value|value
Original: get|life|offset , predicted 1st: get|offset
Original: get|x|offset|value , predicted 1st: get|value|offset
Original: get|y|offset|value , predicted 1st: get|offset|offset
Original: get|spawn|width , predicted 1st: get|value|width
Original: get|spawn|height , predicted 1st: get|height
Original: get|spawn|shape , predicted 1st: get|shape|value
Original: is|attached , predicted 1st: is
Original: set|attached , predicted 1st: set
Original: is|continuous , predicted 1st: is
Original: set|continuous , predicted 1st: set
Original: is|aligned , predicted 1st: is
Original: set|aligned , predicted 1st: set
Original: is|additive , predicted 1st: is
Original: set|additive , predicted 1st: set
Original: cleans|up|blend|function , predicted 1st: is|function
Original: set|cleans|up|blend|function , predicted 1st: set|function
Original: is|behind , predicted 1st: is
Original: set|behind , predicted 1st: set
Original: is|premultiplied|alpha , predicted 1st: is
Original: set|premultiplied|alpha , predicted 1st: set
Original: get|min|particle|count , predicted 1st: get|min|count
Original: set|min|particle|count , predicted 1st: set|min|count
Original: get|max|particle|count , predicted 1st: get|max|count
Original: is|complete , predicted 1st: is
Original: get|percent|complete , predicted 1st: get
Original: get|x , predicted 1st: get|x
Original: get|y , predicted 1st: get|y
Original: get|active|count , predicted 1st: get|active|count
Original: get|image|path , predicted 1st: get|image|path
Original: set|image|path , predicted 1st: set|image|path
Original: set|flip , predicted 1st: 
Original: flip|y , predicted 1st: set
Original: get|bounding|box , predicted 1st: get|bounds
Original: save , predicted 1st: write|to
Original: load , predicted 1st: read
Original: read|string , predicted 1st: trim
Original: read|string , predicted 1st: read
Original: read|boolean , predicted 1st: parse
Original: read|boolean , predicted 1st: read|boolean
Original: read|int , predicted 1st: read|string
Original: read|float , predicted 1st: read|string
Original: set|always|active , predicted 1st: set|active|active
Original: is|always|active , predicted 1st: is|active|active
Original: is|active , predicted 1st: is|active|active
Original: set|active , predicted 1st: set|active
Original: save , predicted 1st: write
Original: load , predicted 1st: read|active
Original: load , predicted 1st: set|active|active
Original: get|value , predicted 1st: get|value
Original: set|value , predicted 1st: set|value
Original: save , predicted 1st: write|to
Original: load , predicted 1st: load
Original: load , predicted 1st: load
Original: new|low|value , predicted 1st: random
Original: set|low , predicted 1st: set|min
Original: set|low , predicted 1st: set|min
Original: get|low|min , predicted 1st: get|min
Original: set|low|min , predicted 1st: set|min
Original: get|low|max , predicted 1st: get|max
Original: set|low|max , predicted 1st: set|max
Original: save , predicted 1st: write|to
Original: load , predicted 1st: load
Original: load , predicted 1st: load
Original: new|high|value , predicted 1st: random
Original: set|high , predicted 1st: set|min
Original: set|high , predicted 1st: set|min
Original: get|high|min , predicted 1st: get|min
Original: set|high|min , predicted 1st: set|min
Original: get|high|max , predicted 1st: get|max
Original: set|high|max , predicted 1st: set|max
Original: get|scaling , predicted 1st: get
Original: set|scaling , predicted 1st: set
Original: get|timeline , predicted 1st: get
Original: set|timeline , predicted 1st: set
Original: is|relative , predicted 1st: is|relative
Original: set|relative , predicted 1st: set|relative
Original: get|scale , predicted 1st: get
Original: save , predicted 1st: write|to
Original: load , predicted 1st: read
Original: load , predicted 1st: set
Original: get|timeline , predicted 1st: get
Original: set|timeline , predicted 1st: set
Original: get|colors , predicted 1st: get|colors
Original: set|colors , predicted 1st: set|colors
Original: get|color , predicted 1st: get
Original: save , predicted 1st: write|to
Original: load , predicted 1st: read
Original: load , predicted 1st: set
Original: get|shape , predicted 1st: get|shape
Original: set|shape , predicted 1st: set|shape
Original: is|edges , predicted 1st: is
Original: set|edges , predicted 1st: set
Original: get|side , predicted 1st: get|side
Original: set|side , predicted 1st: set|side
Original: save , predicted 1st: write|to
Original: load , predicted 1st: load
Original: load , predicted 1st: set
Original: initialize , predicted 1st: 
Original: new|object , predicted 1st: key|event
Original: new|object , predicted 1st: event
Original: get|accelerometer|x , predicted 1st: get
Original: get|accelerometer|y , predicted 1st: get
Original: get|accelerometer|z , predicted 1st: get
Original: get|text|input , predicted 1st: create|ui|panel
Original: run , predicted 1st: create|ui|panel
Original: is|optimized|drawing|enabled , predicted 1st: is
Original: remove|update , predicted 1st: on|document|change
Original: insert|update , predicted 1st: on|document|change
Original: changed|update , predicted 1st: on|document|change
Original: updated , predicted 1st: set|placeholder|label
Original: window|lost|focus , predicted 1st: window|closed
Original: window|gained|focus , predicted 1st: window|window
Original: get|x , predicted 1st: get|scale
Original: get|y , predicted 1st: get
Original: is|accelerometer|available , predicted 1st: is
Original: is|key|pressed , predicted 1st: is|key|down
Original: is|key|just|pressed , predicted 1st: key|pressed
Original: is|touched , predicted 1st: is|button|button
Original: get|x , predicted 1st: compare
Original: get|y , predicted 1st: compare
Original: is|touched , predicted 1st: is
Original: supports|multitouch , predicted 1st: is
Original: set|onscreen|keyboard|visible , predicted 1st: set|visible
Original: set|catch|back|key , predicted 1st: set|done
Original: is|catch|back|key , predicted 1st: is
Original: set|catch|menu|key , predicted 1st: set|canceled
Original: is|catch|menu|key , predicted 1st: is
Original: process|events , predicted 1st: run
Original: get|gdx|key|code , predicted 1st: get|key|key
Original: get|lwjgl|key|code , predicted 1st: get|key
Original: update , predicted 1st: run
Original: to|gdx|button , predicted 1st: get|button
Original: update|time , predicted 1st: start|time
Original: update|mouse , predicted 1st: run
Original: update|keyboard , predicted 1st: key|key|event
Original: set|input|processor , predicted 1st: set|processor
Original: get|input|processor , predicted 1st: get|processor
Original: vibrate , predicted 1st: set
Original: just|touched , predicted 1st: is
Original: to|lwjgl|button , predicted 1st: get|button
Original: is|button|pressed , predicted 1st: run
Original: vibrate , predicted 1st: set
Original: cancel|vibrate , predicted 1st: dispose|resources
Original: get|azimuth , predicted 1st: get|weight
Original: get|pitch , predicted 1st: get|weight
Original: get|roll , predicted 1st: get|weight
Original: is|peripheral|available , predicted 1st: is
Original: get|rotation , predicted 1st: get|icon|count
Original: get|native|orientation , predicted 1st: get
Original: set|cursor|catched , predicted 1st: set
Original: is|cursor|catched , predicted 1st: is
Original: get|delta|x , predicted 1st: get|x|delta
Original: get|delta|x , predicted 1st: compare|to
Original: get|delta|y , predicted 1st: get|delta|delta
Original: get|delta|y , predicted 1st: compare|to
Original: set|cursor|position , predicted 1st: set|position|position
Original: get|current|event|time , predicted 1st: get|current|time|stamp
Original: get|rotation|matrix , predicted 1st: add
Original: initialize , predicted 1st: set|body
Original: dispose , predicted 1st: dispose|resources
Original: render , predicted 1st: test
Original: create , predicted 1st: test
Original: resume , predicted 1st: invalidate
Original: create , predicted 1st: init|renderer
Original: render|vector|at , predicted 1st: 
Original: render , predicted 1st: test
Original: resize , predicted 1st: set
Original: read , predicted 1st: read
Original: reset , predicted 1st: close
Original: seek|to|chunk , predicted 1st: read
Original: skip|fully , predicted 1st: skip
Original: read , predicted 1st: read
Original: dispose , predicted 1st: run
Original: get|buffer , predicted 1st: buffer|buffer
Original: get|num|vertices , predicted 1st: get|text
Original: get|num|max|vertices , predicted 1st: get|size
Original: set|vertices , predicted 1st: write
Original: update|vertices , predicted 1st: write
Original: bind , predicted 1st: bind
Original: bind , predicted 1st: set|attribute
Original: unbind , predicted 1st: 
Original: unbind , predicted 1st: set
Original: get|attributes , predicted 1st: get|attributes
Original: invalidate , predicted 1st: dispose|resources
Original: get|min|width , predicted 1st: get|width
Original: get|min|height , predicted 1st: get|height
Original: get|pref|width , predicted 1st: get
Original: get|pref|height , predicted 1st: get
Original: get|max|width , predicted 1st: get
Original: get|max|height , predicted 1st: get
Original: set|layout|enabled , predicted 1st: set|enabled|enabled
Original: validate , predicted 1st: update|layout
Original: needs|layout , predicted 1st: is|layout
Original: invalidate , predicted 1st: mark|layout
Original: invalidate|hierarchy , predicted 1st: invalidate
Original: size|changed , predicted 1st: invalidate
Original: pack , predicted 1st: validate
Original: set|fill|parent , predicted 1st: set|parent
Original: draw , predicted 1st: on|batch
Original: layout , predicted 1st: foo
Original: create|perspective|matrix , predicted 1st: 
Original: create|shader|program , predicted 1st: 
Original: get|shader , predicted 1st: 
Original: get|normal , predicted 1st: get|normal
Original: get|points , predicted 1st: get|points
Original: get|separations , predicted 1st: get
Original: get|number|of|contact|points , predicted 1st: get|num|num|points
Original: set|zero , predicted 1st: set|up
Original: set , predicted 1st: set|y
Original: set , predicted 1st: 
